diagnose_code,diagnose_description,diagnose_id
I70792,"Oth athscl type of bypass of the extremities, left leg",1
I70793,"Oth athscl type of bypass of the extremities, bilateral legs ",1
I70798,"Oth athscl type of bypass of the extremities, oth extremity ",1
I70799,"Oth athscl type of bypass of the extremities, unsp extremity ",1
I708,Atherosclerosis of other arteries,1
I7090,Unspecified atherosclerosis,1
I7091,Generalized atherosclerosis,1
I7092,Chronic total occlusion of artery of the extremities ,1
I7100,Dissection of unspecified site of aorta,1
I7101,Dissection of thoracic aorta,1
I7102,Dissection of abdominal aorta,1
I7103,Dissection of thoracoabdominal aorta ,1
I711,"Thoracic aortic aneurysm, ruptured",1
I712,"Thoracic aortic aneurysm, without rupture ",1
I713,"Abdominal aortic aneurysm, ruptured",1
I714,"Abdominal aortic aneurysm, without rupture ",1
I715,"Thoracoabdominal aortic aneurysm, ruptured",1
I716,"Thoracoabdominal aortic aneurysm, without rupture ",1
I718,"Aortic aneurysm of unspecified site, ruptured",1
I719,"Aortic aneurysm of unspecified site, without rupture ",1
I720,Aneurysm of carotid artery,1
I721,Aneurysm of artery of upper extremity,1
I722,Aneurysm of renal artery,1
I723,Aneurysm of iliac artery,1
I724,Aneurysm of artery of lower extremity,1
I728,Aneurysm of other specified arteries,1
I729,Aneurysm of unspecified site,1
I790,Aneurysm of aorta in diseases classified elsewhere ,1
I83001,Varicose veins of unsp lower extremity with ulcer of thigh ,1
I83002,Varicose veins of unsp lower extremity with ulcer of calf ,1
I83003,Varicose veins of unsp lower extremity with ulcer of ankle,1
I83004,Varicos vn unsp lower extremity w ulcer of heel and midfoot ,1
I83005,Varicos vn unsp lower extremity w ulcer oth part of foot ,1
I83008,Varicos vn unsp low extrm w ulcer oth part of lower leg ,1
I83009,Varicose veins of unsp lower extremity w ulcer of unsp site ,1
I83011,Varicose veins of right lower extremity with ulcer of thigh ,1
I83012,Varicose veins of right lower extremity with ulcer of calf ,1
I83013,Varicose veins of right lower extremity with ulcer of ankle ,1
I83014,Varicose veins of r low extrem w ulcer of heel and midfoot ,1
I83015,Varicose veins of r low extrem w ulcer oth part of foot ,1
I83018,Varicose veins of r low extrem w ulcer oth part of lower leg ,1
I83019,Varicose veins of right lower extremity w ulcer of unsp site ,1
I83021,Varicose veins of left lower extremity with ulcer of thigh ,1
I83022,Varicose veins of left lower extremity with ulcer of calf ,1
I83023,Varicose veins of left lower extremity with ulcer of ankle ,1
I83024,Varicose veins of l low extrem w ulcer of heel and midfoot ,1
I83025,Varicose veins of l low extrem w ulcer oth part of foot ,1
I83028,Varicose veins of l low extrem w ulcer oth part of lower leg ,1
I83029,Varicose veins of left lower extremity w ulcer of unsp site ,1
I8310,Varicose veins of unsp lower extremity with inflammation ,1
I8311,Varicose veins of right lower extremity with inflammation ,1
I8312,Varicose veins of left lower extremity with inflammation ,1
I83201,Varicos vn unsp low extrm w ulc of thigh and inflammation ,1
I83202,Varicos vn unsp low extrm w ulc of calf and inflammation ,1
I83203,Varicos vn unsp low extrm w ulc of ankle and inflammation,1
I83204,Varicos vn unsp low extrm w ulc of heel and midft and inflam ,1
I83205,Varicos vn unsp low extrm w ulc oth part of foot and inflam ,1
I83208,Varicos vn unsp low extrm w ulc oth prt low extrm and inflam ,1
I83209,Varicos vn unsp low extrm w ulc of unsp site and inflam ,1
I83211,Varicos vn of r low extrem w ulc of thigh and inflammation ,1
I83212,Varicos vn of r low extrem w ulc of calf and inflammation ,1
I83213,Varicos vn of r low extrem w ulc of ankle and inflammation ,1
I83214,Varicos vn of r low extrem w ulc of heel & midft and inflam ,1
I83215,Varicos vn of r low extrem w ulc oth part of foot and inflam ,1
I83218,Varicos vn of r low extrem w ulc oth prt low extrm & inflam ,1
I83219,Varicos vn of r low extrem w ulc of unsp site and inflam ,1
I83221,Varicos vn of l low extrem w ulc of thigh and inflammation ,1
I83222,Varicos vn of l low extrem w ulc of calf and inflammation ,1
I83223,Varicos vn of l low extrem w ulc of ankle and inflammation,1
I83224,Varicos vn of l low extrem w ulc of heel & midft and inflam ,1
I83225,Varicos vn of l low extrem w ulc oth part of foot and inflam ,1
I83228,Varicos vn of l low extrem w ulc oth prt low extrm & inflam ,1
I83229,Varicos vn of l low extrem w ulc of unsp site and inflam ,1
I83811,Varicose veins of right lower extremities with pain,1
I83812,Varicose veins of left lower extremities with pain ,1
I83813,Varicose veins of bilateral lower extremities with pain,1
I83819,Varicose veins of unspecified lower extremities with pain ,1
I83891,Varicose veins of right low extrm w oth complications ,1
I83892,Varicose veins of left lower extremities w oth complications ,1
I83893,Varicose veins of bi low extrem w oth complications,1
I83899,Varicose veins of unsp lower extremities w oth complications ,1
I8390,Asymptomatic varicose veins of unspecified lower extremity ,1
I8391,Asymptomatic varicose veins of right lower extremity,1
I8392,Asymptomatic varicose veins of left lower extremity,1
I8393,Asymptomatic varicose veins of bilateral lower extremities ,1
I863,Vulval varices,1
I868,Varicose veins of other specified sites ,1
I972,Postmastectomy lymphedema syndrome ,1
J60,Coalworker's pneumoconiosis,1
J61,Pneumoconiosis due to asbestos and other mineral fibers ,1
J8482,Adult pulmonary Langerhans cell histiocytosis,1
K311,Adult hypertrophic pyloric stenosis,1
K700,Alcoholic fatty liver,1
K7010,Alcoholic hepatitis without ascites ,1
K7011,Alcoholic hepatitis with ascites,1
K702,Alcoholic fibrosis and sclerosis of liver ,1
K7030,Alcoholic cirrhosis of liver without ascites ,1
K7031,Alcoholic cirrhosis of liver with ascites ,1
K7040,Alcoholic hepatic failure without coma ,1
K7041,Alcoholic hepatic failure with coma,1
K709,"Alcoholic liver disease, unspecified ",1
M061,Adult-onset Still's disease,1
M4210,"Adult osteochondrosis of spine, site unspecified ",1
M4211,"Adult osteochondrosis of spine, occipt-atlan-ax region ",1
M4212,"Adult osteochondrosis of spine, cervical region ",1
M4213,"Adult osteochondrosis of spine, cervicothoracic region ",1
M4214,"Adult osteochondrosis of spine, thoracic region ",1
M4215,"Adult osteochondrosis of spine, thoracolumbar region ",1
M4216,"Adult osteochondrosis of spine, lumbar region",1
M4217,"Adult osteochondrosis of spine, lumbosacral region ",1
M4218,"Adult osteochondrosis of spine, sacr/sacrocygl region ",1
M4219,"Adult osteochondrosis of spine, multiple sites in spine ",1
M4640,"Discitis, unspecified, site unspecified",1
M4641,"Discitis, unspecified, occipito-atlanto-axial region ",1
M4642,"Discitis, unspecified, cervical region",1
M4643,"Discitis, unspecified, cervicothoracic region ",1
M4644,"Discitis, unspecified, thoracic region ",1
M4645,"Discitis, unspecified, thoracolumbar region ",1
M4646,"Discitis, unspecified, lumbar region",1
M4647,"Discitis, unspecified, lumbosacral region",1
M4648,"Discitis, unspecified, sacral and sacrococcygeal region ",1
M4649,"Discitis, unspecified, multiple sites in spine",1
M4800,"Spinal stenosis, site unspecified M4804",1
M4805,"Spinal stenosis, thoracolumbar region ",1
M4806,"Spinal stenosis, lumbar region",1
M4807,"Spinal stenosis, lumbosacral region",1
M4808,"Spinal stenosis, sacral and sacrococcygeal region",1
M5000,"Cervical disc disorder with myelopathy, unsp cervical region ",1
M5001,"Cervical disc disorder w myelopathy, occipt-atlan-ax region ",1
M5002,"Cervical disc disorder with myelopathy, mid-cervical region ",1
M5003,"Cervical disc disorder w myelopathy, cervicothoracic region ",1
M5020,"Other cervical disc displacement, unsp cervical region ",1
M5021,"Oth cervical disc displacement, occipt-atlan-ax region ",1
M5022,"Other cervical disc displacement, mid-cervical region ",1
M5023,"Other cervical disc displacement, cervicothoracic region ",1
M5030,"Other cervical disc degeneration, unsp cervical region ",1
M5031,"Oth cervical disc degeneration, occipt-atlan-ax region ",1
M5032,"Other cervical disc degeneration, mid-cervical region ",1
M5033,"Other cervical disc degeneration, cervicothoracic region ",1
M5080,"Other cervical disc disorders, unspecified cervical region ",1
M5081,"Other cervical disc disorders, occipito-atlanto-axial region ",1
M5082,"Other cervical disc disorders, mid-cervical region",1
M5083,"Other cervical disc disorders, cervicothoracic region ",1
M5090,"Cervical disc disorder, unsp, unspecified cervical region ",1
M5091,"Cervical disc disorder, unsp, occipito-atlanto-axial region ",1
M5092,"Cervical disc disorder, unspecified, mid-cervical region ",1
M5093,"Cervical disc disorder, unspecified, cervicothoracic region ",1
M5104,"Intervertebral disc disorders w myelopathy, thoracic region ",1
M5105,"Intvrt disc disorders w myelopathy, thoracolumbar region",1
M5106,"Intervertebral disc disorders with myelopathy, lumbar region ",1
M5107,"Intvrt disc disorders w myelopathy, lumbosacral region ",1
M5124,"Other intervertebral disc displacement, thoracic region ",1
M5125,"Other intervertebral disc displacement, thoracolumbar region ",1
M5126,"Other intervertebral disc displacement, lumbar region",1
M5127,"Other intervertebral disc displacement, lumbosacral region ",1
M5134,"Other intervertebral disc degeneration, thoracic region ",1
M5135,"Other intervertebral disc degeneration, thoracolumbar region ",1
M5144,"Schmorl's nodes, thoracic region",1
M5145,"Schmorl's nodes, thoracolumbar region ",1
M5146,"Schmorl's nodes, lumbar region",1
M5147,"Schmorl's nodes, lumbosacral region",1
M5184,"Other intervertebral disc disorders, thoracic region ",1
M5185,"Other intervertebral disc disorders, thoracolumbar region ",1
M5186,"Other intervertebral disc disorders, lumbar region",1
M5187,"Other intervertebral disc disorders, lumbosacral region",1
M519,"Unsp thoracic, thoracolum and lumbosacr intvrt disc disorder ",1
M720,Palmar fascial fibromatosis [Dupuytren],1
M8000XA,"Age-rel osteopor w current path fracture, unsp site, init ",1
M8000XD,"Age-rel osteopor w crnt path fx, unsp site, 7thD ",1
M8000XG,"Age-rel osteopor w crnt path fx, unsp site, 7thG ",1
M8000XK,"Age-rel osteopor w crnt path fx, unsp site, 7thK ",1
M8000XP,"Age-rel osteopor w crnt path fx, unsp site, 7thP",1
M8000XS,"Age-rel osteopor w current path fracture, unsp site, sequela ",1
M80011A,"Age-rel osteopor w current path fracture, r shoulder, init ",1
M80011D,"Age-rel osteopor w crnt path fx, r shldr, 7thD",1
M80011G ,"Age-rel osteopor w crnt path fx, r shldr, 7thG ",1
M80011K ,"Age-rel osteopor w crnt path fx, r shldr, 7thK ",1
M80011P        ,"Age-rel osteopor w crnt path fx, r shldr, 7thP",1
M80011S ,"Age-rel osteopor w current path fx, r shoulder, sequela ",1
M80012A ,"Age-rel osteopor w current path fracture, l shoulder, init ",1
M80012D ,"Age-rel osteopor w crnt path fx, l shldr, 7thD",1
M80012G ,"Age-rel osteopor w crnt path fx, l shldr, 7thG ",1
M80012K ,"Age-rel osteopor w crnt path fx, l shldr, 7thK ",1
M80012P       ," Age-rel osteopor w crnt path fx, l shldr, 7thP",1
M80012S  ,"Age-rel osteopor w current path fx, l shoulder, sequela",1
M80019A ,"Age-rel osteopor w current path fx, unsp shoulder, init",1
M80019D ,"Age-rel osteopor w crnt path fx, unsp shldr, 7thD ",1
M80019G ,"Age-rel osteopor w crnt path fx, unsp shldr, 7thG ",1
M80019K ,"Age-rel osteopor w crnt path fx, unsp shldr, 7thK ",1
M80019P ,"Age-rel osteopor w crnt path fx, unsp shldr, 7thP",1
M80019S,"Age-rel osteopor w current path fx, unsp shoulder, sequela ",1
M80021A,"Age-rel osteopor w current path fracture, r humerus, init ",1
M80021D,"Age-rel osteopor w crnt path fx, r humer, 7thD",1
M80021G ,"Age-rel osteopor w crnt path fx, r humer, 7thG ",1
M80021K ,"Age-rel osteopor w crnt path fx, r humer, 7thK ",1
M80021P        ,"Age-rel osteopor w crnt path fx, r humer, 7thP",1
M80021S,"Age-rel osteopor w current path fracture, r humerus, sequela ",1
M80022A,"Age-rel osteopor w current path fracture, l humerus, init ",1
M80022D,"Age-rel osteopor w crnt path fx, l humer, 7thD",1
M80022G ,"Age-rel osteopor w crnt path fx, l humer, 7thG ",1
M80022K ,"Age-rel osteopor w crnt path fx, l humer, 7thK ",1
M80022P        ,"Age-rel osteopor w crnt path fx, l humer, 7thP",1
M80022S,"Age-rel osteopor w current path fracture, l humerus, sequela ",1
M80029A,"Age-rel osteopor w current path fracture, unsp humerus, init ",1
M80029D,"Age-rel osteopor w crnt path fx, unsp humer, 7thD ",1
M80029G,"Age-rel osteopor w crnt path fx, unsp humer, 7thG ",1
M80029K,"Age-rel osteopor w crnt path fx, unsp humer, 7thK",1
M80029P,"Age-rel osteopor w crnt path fx, unsp humer, 7thP ",1
M80029S,"Age-rel osteopor w current path fx, unsp humerus, sequela ",1
M80031A,"Age-rel osteopor w current path fracture, r forearm, init ",1
M80031D,"Age-rel osteopor w crnt path fx, r forearm, 7thD",1
M80031G ,"Age-rel osteopor w crnt path fx, r forearm, 7thG ",1
M80031K ,"Age-rel osteopor w crnt path fx, r forearm, 7thK ",1
M80031P        ,"Age-rel osteopor w crnt path fx, r forearm, 7thP",1
M80031S,"Age-rel osteopor w current path fracture, r forearm, sequela ",1
M80032A,"Age-rel osteopor w current path fracture, l forearm, init ",1
M80032D,"Age-rel osteopor w crnt path fx, l forearm, 7thD",1
M80032G ,"Age-rel osteopor w crnt path fx, l forearm, 7thG ",1
M80032K ,"Age-rel osteopor w crnt path fx, l forearm, 7thK ",1
M80032P       ," Age-rel osteopor w crnt path fx, l forearm, 7thP",1
M80032S,"Age-rel osteopor w current path fracture, l forearm, sequela ",1
M80039A,"Age-rel osteopor w current path fracture, unsp forearm, init ",1
M80039D,"Age-rel osteopor w crnt path fx, unsp forearm, 7thD ",1
M80039G,"Age-rel osteopor w crnt path fx, unsp forearm, 7thG ",1
M80039K,"Age-rel osteopor w crnt path fx, unsp forearm, 7thK ",1
M80039P,"Age-rel osteopor w crnt path fx, unsp forearm, 7thP ",1
M80039S,"Age-rel osteopor w current path fx, unsp forearm, sequela ",1
M80041A,"Age-rel osteopor w current path fracture, right hand, init ",1
M80041D,"Age-rel osteopor w crnt path fx, r hand, 7thD",1
M80041G ,"Age-rel osteopor w crnt path fx, r hand, 7thG ",1
M80041K ,"Age-rel osteopor w crnt path fx, r hand, 7thK ",1
M80041P        ,"Age-rel osteopor w crnt path fx, r hand, 7thP",1
M80041S,"Age-rel osteopor w current path fracture, r hand, sequela ",1
M80042A,"Age-rel osteopor w current path fracture, left hand, init ",1
M80042D,"Age-rel osteopor w crnt path fx, l hand, 7thD",1
M80042G ,"Age-rel osteopor w crnt path fx, l hand, 7thG ",1
M80042K ,"Age-rel osteopor w crnt path fx, l hand, 7thK ",1
M80042P       ," Age-rel osteopor w crnt path fx, l hand, 7thP",1
M80042S,"Age-rel osteopor w current path fracture, left hand, sequela ",1
M80049A,"Age-rel osteopor w current path fracture, unsp hand, init ",1
M80049D,"Age-rel osteopor w crnt path fx, unsp hand, 7thD ",1
M80049G,"Age-rel osteopor w crnt path fx, unsp hand, 7thG",1
M80049K,"Age-rel osteopor w crnt path fx, unsp hand, 7thK ",1
M80049P,"Age-rel osteopor w crnt path fx, unsp hand, 7thP",1
M80049S,"Age-rel osteopor w current path fracture, unsp hand, sequela",1
M80051A ,"Age-rel osteopor w current path fracture, right femur, init ",1
M80051D ,"Age-rel osteopor w crnt path fx, r femr, 7thD",1
M80051G ,"Age-rel osteopor w crnt path fx, r femr, 7thG ",1
M80051K ,"Age-rel osteopor w crnt path fx, r femr, 7thK ",1
